country,description,name,price,province,region,variety,winery
US,"A sublime twist of citrus lies at the heart of this light yet complex white, which is refreshing and layered with a subtle bite of underlying oak. From a dry-farmed vineyard maintained by the same family for 30 years, this whole-cluster pressed wine was given time in a majority of stainless steel and neutral French oak. It shines in moderate acidity and tropical flair.",Rte Blanc,28,California,Napa Valley,Sauvignon Blanc,Clif Family
US,"There is tons of lively action packed into the nose of this wine, from rosebuds and zesty cherry cola to cinnamon spice and rainbow peppercorns. The texture is relatively light on the sip, and yet grippy tannins and a bursting acidity swim across the palate, showing vibrant iron and red-fruit flavors.",Hook Vineyard,25,California,Santa Lucia Highlands,Grenache,Santa Cruz Mountain Vineyard
US,"Clean, sharp and zesty fruit blossom aromas meet with ripe pomelo and green apple scents on the nose of this wine by Steve Dooley. A fresh, tingling acidity shows on the sip, which is a tad sour with stone fruit skins but bountiful in a slate-driven minerality and grippy texture. Cool climate AlbariÌ±o has much promise in the state.",Jespersen Ranch,24,California,Edna Valley,AlbariÌ±o,Stephen Ross
US,"This is an exuberantly fruity, spicy and robust wine, speckled with 2% Petite Sirah. Dark and full of red berry flavor, the palate is dusted in brown sugar and black pepper. Ripe and concentrated, it drinks smooth and elegant despite its serious power.",Estate Grown,36,California,Napa Valley,Zinfandel,Grgich Hills
Spain,"Dusty, leesy aromas of apple and vanilla are sturdy. This brut Cava is fresh and modestly elegant on the palate, with lime, apple and tarragon flavors. A dry, confident finish offers apple and citrus flavors and a sense of ease.",Brut Reserva,17,Catalonia,Cava,Sparkling Blend,Bohigas
Spain,"Aromas of leather, roast plum and compost are challenging and not immediately inviting. In the mouth, this shows rubbery tannins and juicy acidity. Saucy, herbal plum and currant flavors ride on a beam of acidity toward an earthy, tomatoey finish with a lightly leafy aftertaste.",ViÌ±a Real Gran Reserva,44,Northern Spain,Rioja,Tempranillo,CVNE
US,"Winemaker Billy Wathen blends 60% Merlot and 40% Cabernet Franc into this blend that's named after the U.S. Geologic Survey's name for Happy Canyon. A nose of dried oregano and thyme has a Bing cherry backdrop, with a palate of green peppers, blackberries and tomato leaf.",Range 30 West,42,California,Happy Canyon of Santa Barbara,Bordeaux-style Red Blend,Foxen 7200
Spain,"Dense, tarry aromas of asphalt and rubbery boysenberry are hefty but also a bit flat. This has a tannic mouthfeel to go with blackberry, prune and raisin flavors. Toast, bitter chocolate and full-bodied weight push the finish on this oaky, ripe Rioja. Drink through 2020.",Gaudium,44,Northern Spain,Rioja,Tempranillo Blend,MarquÌ©s de CÌÁceres
US,"The grape's usual peachy aromas show on this wine from regional pioneer Gary Eberle, along with lemon juice, honey and a touch of minerality. There is a nice mineral-driven tension on the palate, with flavors of apple and pear cider. It's a solid, down-the-middle take on the grape‰ÛÓnot too ripe, not too thin.",Mill Road Vineyard,23,California,Paso Robles,Viognier,Eberle
US,"Tightly focused, as is often true of single-vineyard bottlings, this matches spicy berry fruit to light barrel flavors of milk chocolate. It's smooth and accessible, but finishes a bit short.",Freedom Hill Vineyard,36,Oregon,Willamette Valley,Pinot Noir,Silvan Ridge
Italy,"Crushed plum, espresso, tobacco and cedar aromas unfold in the glass. A blend of 90% Merlot and 10% Alicante, the straightforward palate offers blackberries, red currants, clove and licorice alongside fine-grained tannins.",Le Redini,25,Tuscany,Toscana,Red Blend,Tenuta degli Dei
Italy,"Aromas of wild berries, violets and a whiff of spice lead the nose on this blend of Sangiovese and 15% Merlot. The savory, easygoing palate offers mature black cherry, clove and black pepper alongside lithe tannins. Drink through 2016.",Il Guardiano,22,Tuscany,Toscana,Red Blend,Poggio Mandorlo
US,"This has a light yellow color with a touch of green and a subtle smell of crisp green apples. Flavors that are richer than expected, like poached pears, butter and fig. The texture is rich, the body full and the ripe flavors linger on the finish.",Del Arroyo Vineyard,25,California,Livermore Valley,Chardonnay,Occasio
US,"Made from what Californians call the Pommard clone, this has a light, traditional garnet color. Fresh and lively fruit aromas resemble cranberries and red cherries, followed by tangy fruit and cinnamon flavors of medium intensity, supported by firm acidity and moderate tannins.",Charles Vineyard Clone O5,49,California,Anderson Valley,Pinot Noir,Foursight
France,"This is aged in oak, but the vessels are large casks, or foudres, so the impact isn't that noticeable. The wine is meaty and savory on the nose, but the palate shows more herb-garrigue flavors and superripe cherry fruit. Drink now‰ÛÒ2017.",HÌ©ritages ElevÌ© en Foudres de ChÌ»ne,16,RhÌ«ne Valley,CÌ«tes du RhÌ«ne,RhÌ«ne-style Red Blend,Ogier
Spain,"Pleasant red-fruit aromas of cherry and raspberry are low in octane for Toro. A fresh but not overly dense palate is lively and vital, with wild berry, plum and brown sugar flavors. A warm, heady, generous finish is fruity and bright. Drink through 2018.",Gran Bajoz,30,Northern Spain,Toro,Tinta de Toro,Pagos del Rey
Italy,"Here's a sleek Sangiovese that opens with scents of toasted oak, vanilla, blue flowers and mature plum. The round palate is already accessible, serving up sweet black cherry, black raspberry, licorice and mint framed in assertive but fine-grained tannins.",Palazzo Altesi,40,Tuscany,Toscana,Sangiovese,Altesino
Italy,"A robust blend of 70% Sangiovese and 30% Cabernet Sauvignon, this offers aromas of baked plum, mocha, menthol and oak-driven spice. The hearty palate initially opens with black fruit, chocolate, licorice and dried herb flavors but the heat of evident alcohol dominates the finish and the close.",Il Borgo,57,Tuscany,Toscana,Red Blend,Cabreo
US,"Juicy and soft in blackberry and black cherry, this wine is nicely resolved in terms of tannin and oak structure,. These provide weight on the back palate, with enough heightened acidity on the finish to stay on balance. Strawberry and dried herb close things out.",Lot 525,29,California,Napa Valley,Cabernet Sauvignon,Cameron Hughes
US,"Oak aromas takes center stage with this wine by the Riboli family, with black cherry extract and a nearly Bourbon-barrel character on the nose. The rich, deep red fruit carries to the palate, which gains complexity from licorice and a tiny bit of tar.",Estate Reserve,25,California,Paso Robles,Syrah,San Simeon
US,"Super earthy, in the classic damp forest-floor way, this also offers hints of menthol, eucalyptus and tomato leaf. The wine begins light bodied, but builds up power and weight as it goes. Layered with black cherry and plum, it's dark and savory.",Sonatera Vineyard,49,California,Sonoma Coast,Pinot Noir,Siduri
US,"Stainless-steel fermented and aged, this 100% varietal wine suggests kumquat, talc and wet stone. The flavor concentration is light with taut acidity the focus. It needs food; pair it with shellfish to see it shine.",Boushey Vineyard,20,Washington,Yakima Valley,Picpoul,Syncline
Argentina,"Dark, minty, inky aromas of blackberry are rugged. Same for the palate, which is pinched and rubbery, with grabby tannins. Flavors of toasted, blackened berry fruits are chocolaty and well oaked. Raw heat and minty, coffee flavors rev up the finish on this Malbec-led blend.",TrinitÌÊ Grand Reserve,26,Mendoza Province,LujÌÁn de Cuyo,Bordeaux-style Red Blend,Piattelli
US,"Merlot (57%) takes the lead on this lighter-colored wine that offers raspberries, cherries, herbs and woodspice. The fruit flavors are fresh and elegant, with lightly chalky tannins.",Entwined,34,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Pondera
US,"This is a lush and powerful wine from a vineyard in the recently designated Paso Highlands district. Aromas suggest gingerbread topped with kirsch-soaked, chocolate-covered cherries. The palate is thick and heavy, with mocha, stewed plums, mashed cherries and black earth, which gain complexity from tannins and pencil lead.",French Camp Vineyard,38,California,Paso Robles,Zinfandel,Tobin James
US,"Hailing from the recently designated Paso Highlands subappellation, this hearty wine shows earthy aromas of nutmeg, iron, hot rocks, loam and cherry extract. It's lush and ripe with cassis and black cherry fruit, yet shows a more elegant chalkiness on the palate as well, rounded out by cocoa powder.",French Camp Vineyard,38,California,Paso Robles,Zinfandel,Tobin James
Spain,"Apple, nectarine, lees and briny aromas steer this Godello toward a round, full palate. Slightly bitter flavors of melon and peach finish much like the wine starts‰ÛÓbriny and leesy. This is also pithy tasting, like the inside of a grapefruit peel.",Sobre LÌ?as,25,Northern Spain,Valdeorras,Godello,Valdesil
Spain,"Coffee grinds, raisin and baked aromas suggest overripeness. This is heavy, broad and a bit clumsy on the palate. Berry and prune flavors are solid but not overly fresh, while the finish is full and raisiny as it improves over time.",Negre,22,Catalonia,Montsant,Red Blend,Jaspi
Argentina,"Dark-berry aromas are crisp and show a note of minerality as well as barrel char. This is firm, juicy and modest in structure, with flavors of blackberry and cassis touched up by some oak. A non-pushy finish with a hint of mocha is a good close.",Reserve,15,Mendoza Province,Tupungato,Malbec,Tupun
US,"This saignÌ©e-style wine is pale salmon in color, showing some bricking. It drinks dry with rounded suggestions of cherry and watermelon providing easy-drinking enjoyment.",RosÌ© of,18,Washington,Columbia Valley (WA),Malbec,Hamilton
US,"Zesty and mineral, this unoaked, citrusy Chardonnay would make a particularly refreshing apÌ©ritif. Flavors of Asian pear and quince are crisp and cutting on the palate. Enjoy now for it's vivacious style.",Ingle Vineyard Unoaked,18,New York,Finger Lakes,Chardonnay,Heron Hill
US,"Smoke and violet perfume are seductive on this elegant off-dry Riesling. Fresh green apple and pear flavors are tart but concentrated, wrapping up tightly with a squeaky-clean, lemon-lime finish.",Semi-Dry,14,New York,Finger Lakes,Riesling,Heron Hill
US,"Intense notes of crushed stone and slate permeate this stately off-dry Riesling. Pert lemon and tangerine flavors are zippy and fresh, but the wine is more a showcase for its brisk, stony style.",Semi-Dry,14,New York,Finger Lakes,Riesling,Fox Run
US,"Figs and spice perfume this tawny Cabernet Franc ice wine. It's a bit rustic in style, evoking layers of fallen leaves and potpourri melding with dusty raisins and figs. But it's elegantly crisp and the exotic, uniquely spicy character is seductive.",Ice Wine,40,New York,Finger Lakes,Cabernet Franc,Glenora
US,"The aromas on this wine are quite light, conveying wood, herbs and red fruit. This contrasts with the sweet, rich fruit flavors with a gentle grip of tannins.",Weinbau,32,Washington,Wahluke Slope,Grenache,Sol Stone
